EmployeeID,MonthStart,WorkingDays,SickLeaveDays,CasualLeaveDays,OvertimeHours
1007,01-11-2025,22,0,0,4
1008,01-07-2019,22,0,3,12
1008,01-08-2019,22,0,0,0
1008,01-09-2019,22,0,1,0
1008,01-10-2019,22,0,1,8
1008,01-11-2019,22,0,0,8
1008,01-12-2019,22,0,2,4
1008,01-01-2020,22,1,1,8
1008,01-02-2020,22,0,2,0
1008,01-03-2020,22,1,0,0
1008,01-04-2020,22,0,0,4
1008,01-05-2020,22,1,1,0
1008,01-06-2020,22,0,3,0
1008,01-07-2020,22,1,1,8
1008,01-08-2020,22,0,0,0
1008,01-09-2020,22,1,0,0
1008,01-10-2020,22,0,0,0
1008,01-11-2020,22,0,0,0
1008,01-12-2020,22,1,2,0
1008,01-01-2021,22,2,0,0
1008,01-02-2021,22,1,1,0
1008,01-03-2021,22,0,2,12
1008,01-04-2021,22,1,1,4
1008,01-05-2021,22,2,0,0
1008,01-06-2021,22,0,0,8
1008,01-07-2021,22,0,2,4
1008,01-08-2021,22,0,3,16
1008,01-09-2021,22,0,0,0
1008,01-10-2021,22,1,0,4
1008,01-11-2021,22,0,0,4
1008,01-12-2021,22,0,1,12
1008,01-01-2022,22,1,1,16
1008,01-02-2022,22,1,1,0
1008,01-03-2022,22,2,1,0
1008,01-04-2022,22,0,2,12
1008,01-05-2022,22,1,1,16
1008,01-06-2022,22,0,1,8
1008,01-07-2022,22,1,1,0
1008,01-08-2022,22,1,2,4
1008,01-09-2022,22,1,0,0
1008,01-10-2022,22,1,0,0
1008,01-11-2022,22,0,0,8
1008,01-12-2022,22,0,1,0
1008,01-01-2023,22,0,0,16
1008,01-02-2023,22,0,0,0
1008,01-03-2023,22,0,3,4
1008,01-04-2023,22,1,1,0
1008,01-05-2023,22,1,0,12
1008,01-06-2023,22,1,0,12
1008,01-07-2023,22,0,3,12
1008,01-08-2023,22,0,1,8
1008,01-09-2023,22,1,1,0
1008,01-10-2023,22,0,0,0
1008,01-11-2023,22,1,0,4
1008,01-12-2023,22,0,0,4
1008,01-01-2024,22,0,0,0
1008,01-02-2024,22,0,0,8
1008,01-03-2024,22,0,1,0
1008,01-04-2024,22,0,1,8
1008,01-05-2024,22,1,1,16
1008,01-06-2024,22,1,2,8
1008,01-07-2024,22,2,1,0
1008,01-08-2024,22,1,0,16
1008,01-09-2024,22,0,0,0
1008,01-10-2024,22,1,1,0
1008,01-11-2024,22,0,1,0
1008,01-12-2024,22,1,0,8
1008,01-01-2025,22,2,2,0
1008,01-02-2025,22,0,0,8
1008,01-03-2025,22,1,0,16
1008,01-04-2025,22,2,1,0
1008,01-05-2025,22,0,0,16
1008,01-06-2025,22,0,0,0
1008,01-07-2025,22,3,0,0
1008,01-08-2025,22,2,1,0
1008,01-09-2025,22,0,2,0
1008,01-10-2025,22,3,0,8
1008,01-11-2025,22,1,0,4
1009,01-03-2022,22,0,0,0
1009,01-04-2022,22,0,2,0
1009,01-05-2022,22,0,0,4
1009,01-06-2022,22,1,0,4
1009,01-07-2022,22,1,0,12
1009,01-08-2022,22,0,1,4
1009,01-09-2022,22,0,0,8
1009,01-10-2022,22,1,1,8
1009,01-11-2022,22,0,0,4
1009,01-12-2022,22,0,1,8
1009,01-01-2023,22,1,1,0
1009,01-02-2023,22,0,0,0
1009,01-03-2023,22,1,1,4
1009,01-04-2023,22,0,2,8
1009,01-05-2023,22,0,0,0
1009,01-06-2023,22,1,2,0
1009,01-07-2023,22,0,1,0
1009,01-08-2023,22,0,2,12
1009,01-09-2023,22,0,1,0
1009,01-10-2023,22,0,1,4
1009,01-11-2023,22,2,0,4
1009,01-12-2023,22,0,2,0
1009,01-01-2024,22,1,1,4
1009,01-02-2024,22,1,1,0
1009,01-03-2024,22,1,0,0
1009,01-04-2024,22,0,1,0
1009,01-05-2024,22,0,0,8
1009,01-06-2024,22,1,0,0
1009,01-07-2024,22,2,1,0
1009,01-08-2024,22,0,0,8
1009,01-09-2024,22,1,1,0
1009,01-10-2024,22,0,0,0
1009,01-11-2024,22,2,0,0
1009,01-12-2024,22,0,2,0
1009,01-01-2025,22,0,0,0
1009,01-02-2025,22,0,1,0
1009,01-03-2025,22,0,1,16
1009,01-04-2025,22,2,0,4
1009,01-05-2025,22,0,1,8
1009,01-06-2025,22,0,0,0
1009,01-07-2025,22,0,1,16
1009,01-08-2025,22,0,0,0
1009,01-09-2025,22,1,1,4
1009,01-10-2025,22,1,0,0
1009,01-11-2025,22,1,0,0
1010,01-07-2023,22,0,0,12
1010,01-08-2023,22,0,2,0
1010,01-09-2023,22,0,1,8
1010,01-10-2023,22,2,0,12
1010,01-11-2023,22,1,0,8
1010,01-12-2023,22,1,0,8
1010,01-01-2024,22,0,0,4
1010,01-02-2024,22,0,0,0
1010,01-03-2024,22,2,0,0
1010,01-04-2024,22,2,0,4
1010,01-05-2024,22,0,1,0
1010,01-06-2024,22,0,0,8
1010,01-07-2024,22,1,2,0
1010,01-08-2024,22,1,1,12
1010,01-09-2024,22,1,1,0
1010,01-10-2024,22,0,0,0
1010,01-11-2024,22,1,1,4
1010,01-12-2024,22,1,1,4
1010,01-01-2025,22,1,1,0
1010,01-02-2025,22,1,0,4
1010,01-03-2025,22,0,0,0
1010,01-04-2025,22,0,0,4
1010,01-05-2025,22,0,1,0
1010,01-06-2025,22,1,1,12
1010,01-07-2025,22,1,0,8
1010,01-08-2025,22,3,0,20
1010,01-09-2025,22,1,1,0
1010,01-10-2025,22,0,1,0
1010,01-11-2025,22,1,0,4
1011,01-06-2022,22,1,0,12
1011,01-07-2022,22,1,1,4
1011,01-08-2022,22,1,2,0
1011,01-09-2022,22,0,0,0
1011,01-10-2022,22,0,1,0
1011,01-11-2022,22,0,0,4
1011,01-12-2022,22,0,0,0
1011,01-01-2023,22,1,0,12
1011,01-02-2023,22,1,0,0
1011,01-03-2023,22,1,1,0
1011,01-04-2023,22,0,0,0
1011,01-05-2023,22,2,0,0
1011,01-06-2023,22,0,0,0
1011,01-07-2023,22,0,0,16
1011,01-08-2023,22,1,1,0
1011,01-09-2023,22,0,1,8
1011,01-10-2023,22,0,0,4
1011,01-11-2023,22,0,0,0
1011,01-12-2023,22,0,0,0
1011,01-01-2024,22,0,0,0
1011,01-02-2024,22,0,3,0
1011,01-03-2024,22,0,2,12
1011,01-04-2024,22,0,0,0
1011,01-05-2024,22,0,0,0
1011,01-06-2024,22,0,1,0
1011,01-07-2024,22,0,0,0
1011,01-08-2024,22,0,0,0
1011,01-09-2024,22,0,0,0
1011,01-10-2024,22,0,2,0
1011,01-11-2024,22,1,0,0
1011,01-12-2024,22,0,1,4
1011,01-01-2025,22,0,1,0
1011,01-02-2025,22,0,1,0
1011,01-03-2025,22,0,0,0
1011,01-04-2025,22,0,1,0
1011,01-05-2025,22,1,0,12
1011,01-06-2025,22,1,1,0
1011,01-07-2025,22,1,0,8
1011,01-08-2025,22,0,0,4
1011,01-09-2025,22,1,0,0
1011,01-10-2025,22,1,0,0
1011,01-11-2025,22,2,0,0
1012,01-06-2023,22,0,0,0
1012,01-07-2023,22,1,2,0
1012,01-08-2023,22,1,0,0
1012,01-09-2023,22,1,0,0
1012,01-10-2023,22,2,0,0
1012,01-11-2023,22,2,0,12
1012,01-12-2023,22,0,0,0
1012,01-01-2024,22,0,0,4
1012,01-02-2024,22,2,0,0
1012,01-03-2024,22,1,0,16
1012,01-04-2024,22,0,0,4
1012,01-05-2024,22,1,0,0
1012,01-06-2024,22,0,0,0
1012,01-07-2024,22,1,1,20
1012,01-08-2024,22,1,0,4
1012,01-09-2024,22,1,0,16
1012,01-10-2024,22,1,1,0
1012,01-11-2024,22,1,0,4
1012,01-12-2024,22,1,1,0
1012,01-01-2025,22,0,0,4
1012,01-02-2025,22,0,0,0
1012,01-03-2025,22,0,1,8
1012,01-04-2025,22,1,0,0
1012,01-05-2025,22,1,0,0
1012,01-06-2025,22,1,0,4
1012,01-07-2025,22,0,0,4
1012,01-08-2025,22,1,2,8
1012,01-09-2025,22,1,0,0
1012,01-10-2025,22,1,0,12
1012,01-11-2025,22,0,0,0
1013,01-05-2019,22,1,2,4
1013,01-06-2019,22,1,0,4
1013,01-07-2019,22,1,0,0
1013,01-08-2019,22,2,1,0
1013,01-09-2019,22,2,0,12
1013,01-10-2019,22,0,0,0
1013,01-11-2019,22,0,0,8
1013,01-12-2019,22,1,0,8
1013,01-01-2020,22,1,2,0
1013,01-02-2020,22,1,1,0
1013,01-03-2020,22,1,0,0
1013,01-04-2020,22,1,1,0
1013,01-05-2020,22,0,0,4
1013,01-06-2020,22,1,0,8
1013,01-07-2020,22,0,1,0
1013,01-08-2020,22,0,1,8
1013,01-09-2020,22,0,0,4
1013,01-10-2020,22,1,1,4
1013,01-11-2020,22,1,0,4
1013,01-12-2020,22,0,2,0
1013,01-01-2021,22,0,0,0
1013,01-02-2021,22,1,1,0
1013,01-03-2021,22,0,1,4
1013,01-04-2021,22,0,1,12
1013,01-05-2021,22,0,1,8
1013,01-06-2021,22,0,0,0
1013,01-07-2021,22,0,1,0
1013,01-08-2021,22,0,1,0
1013,01-09-2021,22,0,0,0
1013,01-10-2021,22,1,0,8
1013,01-11-2021,22,1,1,4
1013,01-12-2021,22,0,0,0
1013,01-01-2022,22,0,0,12
1013,01-02-2022,22,0,0,0
1013,01-03-2022,22,1,0,0
1013,01-04-2022,22,1,0,4
1013,01-05-2022,22,1,0,8
1013,01-06-2022,22,0,1,0
1013,01-07-2022,22,0,2,0
1013,01-08-2022,22,0,0,0
1013,01-09-2022,22,0,0,12
1013,01-10-2022,22,0,1,8
1013,01-11-2022,22,0,0,0
1013,01-12-2022,22,1,1,0
1013,01-01-2023,22,1,0,0
1013,01-02-2023,22,0,1,4
1013,01-03-2023,22,1,0,4
1013,01-04-2023,22,0,1,0
1013,01-05-2023,22,0,1,0
1013,01-06-2023,22,0,0,0
1013,01-07-2023,22,1,1,4
1013,01-08-2023,22,1,0,0
1013,01-09-2023,22,0,2,4
1013,01-10-2023,22,0,0,0
1013,01-11-2023,22,0,1,8
1013,01-12-2023,22,0,0,16
1013,01-01-2024,22,0,0,0
1013,01-02-2024,22,2,0,20
1013,01-03-2024,22,1,0,0
1013,01-04-2024,22,0,1,0
1013,01-05-2024,22,0,2,20
1013,01-06-2024,22,1,0,8
1013,01-07-2024,22,0,2,4
1013,01-08-2024,22,0,0,0
1013,01-09-2024,22,0,1,0
1013,01-10-2024,22,0,1,4
1013,01-11-2024,22,1,0,0
1013,01-12-2024,22,0,1,12
1013,01-01-2025,22,0,1,0
1013,01-02-2025,22,0,0,8
1013,01-03-2025,22,0,1,0
1013,01-04-2025,22,0,0,8
1013,01-05-2025,22,0,2,4
1013,01-06-2025,22,2,1,0
1013,01-07-2025,22,1,0,0
1013,01-08-2025,22,0,0,8
1013,01-09-2025,22,1,2,8
1013,01-10-2025,22,0,0,0
1013,01-11-2025,22,0,1,4
1014,01-11-2023,22,0,0,0
1014,01-12-2023,22,0,1,0
1014,01-01-2024,22,0,0,0
1014,01-02-2024,22,0,0,0
1014,01-03-2024,22,1,0,0
1014,01-04-2024,22,1,1,0
1014,01-05-2024,22,0,1,0
1014,01-06-2024,22,1,1,12
1014,01-07-2024,22,0,1,8
1014,01-08-2024,22,1,0,8
1014,01-09-2024,22,1,2,0
1014,01-10-2024,22,1,0,4
1014,01-11-2024,22,0,1,0
1014,01-12-2024,22,0,1,4
1014,01-01-2025,22,1,2,0
1014,01-02-2025,22,0,0,0
1014,01-03-2025,22,1,0,0
1014,01-04-2025,22,2,0,0
1014,01-05-2025,22,0,2,0
1014,01-06-2025,22,0,1,0
1014,01-07-2025,22,0,0,0
1014,01-08-2025,22,1,1,0
1014,01-09-2025,22,0,0,0
1014,01-10-2025,22,0,0,0
1014,01-11-2025,22,0,0,0
1015,01-05-2024,22,2,1,12
1015,01-06-2024,22,0,0,12
1015,01-07-2024,22,1,0,4
1015,01-08-2024,22,1,0,0
1015,01-09-2024,22,1,1,0
1015,01-10-2024,22,1,1,16
1015,01-11-2024,22,0,0,0
1015,01-12-2024,22,1,0,0
1015,01-01-2025,22,2,0,12
1015,01-02-2025,22,0,0,8
1015,01-03-2025,22,2,0,4
1015,01-04-2025,22,2,1,4
1015,01-05-2025,22,1,1,4
1015,01-06-2025,22,1,0,8
1015,01-07-2025,22,0,1,8
1015,01-08-2025,22,0,0,0
1015,01-09-2025,22,3,0,0
1015,01-10-2025,22,0,0,0
1015,01-11-2025,22,0,2,8
1016,01-03-2022,22,1,1,4
1016,01-04-2022,22,0,0,0
1016,01-05-2022,22,0,1,12
1016,01-06-2022,22,0,0,0
1016,01-07-2022,22,0,2,0
1016,01-08-2022,22,0,1,0
1016,01-09-2022,22,0,1,12
1016,01-10-2022,22,0,0,12
1016,01-11-2022,22,0,0,16
1016,01-12-2022,22,0,0,0
1016,01-01-2023,22,1,2,4
1016,01-02-2023,22,0,0,0
1016,01-03-2023,22,0,0,12
1016,01-04-2023,22,0,0,4
1016,01-05-2023,22,0,2,4
1016,01-06-2023,22,1,1,4
1016,01-07-2023,22,2,1,0
1016,01-08-2023,22,1,0,0
1016,01-09-2023,22,2,0,0
1016,01-10-2023,22,0,0,0
1016,01-11-2023,22,1,0,0
1016,01-12-2023,22,0,1,8
1016,01-01-2024,22,0,0,0
1016,01-02-2024,22,0,0,0
1016,01-03-2024,22,1,1,0
1016,01-04-2024,22,1,1,0
1016,01-05-2024,22,1,1,12
1016,01-06-2024,22,1,1,12
1016,01-07-2024,22,1,0,8
1016,01-08-2024,22,2,1,0
1016,01-09-2024,22,1,0,4
1016,01-10-2024,22,1,0,0
1016,01-11-2024,22,0,2,16
1016,01-12-2024,22,2,2,0
1016,01-01-2025,22,0,2,12
1016,01-02-2025,22,0,1,8
1016,01-03-2025,22,0,2,4
1016,01-04-2025,22,0,0,0
1016,01-05-2025,22,1,1,12
1016,01-06-2025,22,0,2,12
1016,01-07-2025,22,2,1,0
1016,01-08-2025,22,0,0,0
1016,01-09-2025,22,2,0,16
1016,01-10-2025,22,1,0,4
1016,01-11-2025,22,0,0,0
1017,01-04-2019,22,0,0,0
1017,01-05-2019,22,1,0,4
1017,01-06-2019,22,1,0,0
1017,01-07-2019,22,0,0,0
1017,01-08-2019,22,0,0,0
1017,01-09-2019,22,1,0,12
1017,01-10-2019,22,1,0,4
1017,01-11-2019,22,0,0,0
1017,01-12-2019,22,0,1,8
1017,01-01-2020,22,2,0,0
1017,01-02-2020,22,1,1,0
1017,01-03-2020,22,1,1,4
1017,01-04-2020,22,1,2,12
1017,01-05-2020,22,2,1,16
1017,01-06-2020,22,0,0,0
1017,01-07-2020,22,0,2,12
1017,01-08-2020,22,0,0,8
1017,01-09-2020,22,0,0,16
1017,01-10-2020,22,0,0,4
1017,01-11-2020,22,1,2,4
1017,01-12-2020,22,2,0,4
1017,01-01-2021,22,0,0,0
1017,01-02-2021,22,1,2,0
1017,01-03-2021,22,0,0,4
1017,01-04-2021,22,0,1,0
1017,01-05-2021,22,1,0,16
1017,01-06-2021,22,0,1,0
1017,01-07-2021,22,1,0,0
1017,01-08-2021,22,1,2,12
1017,01-09-2021,22,0,2,4
1017,01-10-2021,22,0,0,0
1017,01-11-2021,22,1,0,0
1017,01-12-2021,22,1,0,20
1017,01-01-2022,22,0,0,0
1017,01-02-2022,22,0,0,0
1017,01-03-2022,22,0,3,12
1017,01-04-2022,22,1,2,0
1017,01-05-2022,22,0,0,4
1017,01-06-2022,22,0,0,0
1017,01-07-2022,22,1,0,4
1017,01-08-2022,22,2,0,0
1017,01-09-2022,22,0,0,0
1017,01-10-2022,22,0,2,0
1017,01-11-2022,22,0,2,0
1017,01-12-2022,22,0,0,8
1017,01-01-2023,22,0,0,12
1017,01-02-2023,22,1,1,0
1017,01-03-2023,22,0,2,0
1017,01-04-2023,22,0,0,0
1017,01-05-2023,22,0,1,4
1017,01-06-2023,22,1,0,4
1017,01-07-2023,22,0,1,4
1017,01-08-2023,22,0,1,0
1017,01-09-2023,22,0,1,12
1017,01-10-2023,22,0,0,0
1017,01-11-2023,22,1,2,0
1017,01-12-2023,22,2,0,4
1017,01-01-2024,22,1,0,0
1017,01-02-2024,22,2,1,0
1017,01-03-2024,22,2,1,0
1017,01-04-2024,22,2,1,0
1017,01-05-2024,22,2,0,0
1017,01-06-2024,22,0,1,8
1017,01-07-2024,22,1,1,4
1017,01-08-2024,22,0,0,0
1017,01-09-2024,22,0,2,8
1017,01-10-2024,22,0,1,0
1017,01-11-2024,22,0,0,12
1017,01-12-2024,22,0,1,0
1017,01-01-2025,22,0,1,12
1017,01-02-2025,22,0,0,0
1017,01-03-2025,22,2,2,16
1017,01-04-2025,22,0,0,0
1017,01-05-2025,22,0,0,4
1017,01-06-2025,22,0,0,0
1017,01-07-2025,22,1,1,0
1017,01-08-2025,22,0,0,0
1017,01-09-2025,22,1,1,4
1017,01-10-2025,22,0,1,4
1017,01-11-2025,22,0,0,4
1018,01-03-2023,22,0,0,4
1018,01-04-2023,22,0,0,8
1018,01-05-2023,22,0,0,0
1018,01-06-2023,22,2,0,8
1018,01-07-2023,22,1,0,12
1018,01-08-2023,22,0,1,8
1018,01-09-2023,22,3,0,0
1018,01-10-2023,22,1,2,0
1018,01-11-2023,22,3,0,4
1018,01-12-2023,22,1,1,0
1018,01-01-2024,22,3,0,0
1018,01-02-2024,22,0,1,8
1018,01-03-2024,22,2,0,0
1018,01-04-2024,22,2,0,0
1018,01-05-2024,22,1,0,8
1018,01-06-2024,22,1,0,0
1018,01-07-2024,22,0,0,0
1018,01-08-2024,22,0,0,0
1018,01-09-2024,22,1,1,4
1018,01-10-2024,22,1,1,0
1018,01-11-2024,22,1,1,0
1018,01-12-2024,22,1,1,0
1018,01-01-2025,22,0,0,0
1018,01-02-2025,22,0,0,12
1018,01-03-2025,22,0,1,0
1018,01-04-2025,22,0,0,4
1018,01-05-2025,22,1,0,4
1018,01-06-2025,22,2,1,4
1018,01-07-2025,22,0,2,0
1018,01-08-2025,22,1,1,0
1018,01-09-2025,22,1,1,8
1018,01-10-2025,22,0,2,4
1018,01-11-2025,22,1,2,8
1019,01-08-2019,22,0,1,0
1019,01-09-2019,22,0,1,4
1019,01-10-2019,22,0,3,0
1019,01-11-2019,22,1,0,4
1019,01-12-2019,22,1,1,4
1019,01-01-2020,22,0,0,0
1019,01-02-2020,22,0,0,4
1019,01-03-2020,22,0,0,8
1019,01-04-2020,22,0,0,16
1019,01-05-2020,22,0,0,0
1019,01-06-2020,22,1,1,0
1019,01-07-2020,22,0,1,0
1019,01-08-2020,22,0,1,0
1019,01-09-2020,22,1,0,20
1019,01-10-2020,22,1,0,4
1019,01-11-2020,22,1,1,4
1019,01-12-2020,22,2,0,0
1019,01-01-2021,22,0,0,4
1019,01-02-2021,22,2,1,8
1019,01-03-2021,22,0,1,4
1019,01-04-2021,22,1,1,0
1019,01-05-2021,22,1,1,12
1019,01-06-2021,22,0,0,0
1019,01-07-2021,22,1,0,0
1019,01-08-2021,22,3,0,0
1019,01-09-2021,22,1,1,8
1019,01-10-2021,22,0,0,4
1019,01-11-2021,22,1,1,4
1019,01-12-2021,22,0,0,0
1019,01-01-2022,22,0,2,20
1019,01-02-2022,22,1,1,0
1019,01-03-2022,22,0,3,0
1019,01-04-2022,22,0,0,4
1019,01-05-2022,22,0,0,0
1019,01-06-2022,22,0,0,4
1019,01-07-2022,22,0,2,4
1019,01-08-2022,22,0,0,8
1019,01-09-2022,22,0,0,8
1019,01-10-2022,22,0,0,4
1019,01-11-2022,22,0,0,4
1019,01-12-2022,22,0,1,8
1019,01-01-2023,22,0,0,0
1019,01-02-2023,22,0,2,8
1019,01-03-2023,22,1,0,4
1019,01-04-2023,22,1,0,4
1019,01-05-2023,22,0,2,0
1019,01-06-2023,22,2,0,8
1019,01-07-2023,22,1,0,0
1019,01-08-2023,22,0,0,16
1019,01-09-2023,22,0,0,0
1019,01-10-2023,22,0,0,4
1019,01-11-2023,22,0,0,0
1019,01-12-2023,22,0,1,4
