EmployeeID,MonthStart,BasePay,Bonus,OvertimePay,Deductions,GrossPay,NetPay
1001,2024-10-01,80750.0,0.0,0,4000,80750.0,76750.0
1001,2024-11-01,80750.0,0.0,0,0,80750.0,80750.0
1001,2024-12-01,80750.0,0.0,5000,2000,85750.0,83750.0
1001,2025-01-01,80750.0,0.0,0,2000,80750.0,78750.0
1001,2025-02-01,80750.0,0.0,0,0,80750.0,80750.0
1001,2025-03-01,80750.0,0.0,0,0,80750.0,80750.0
1001,2025-04-01,80750.0,0.0,5000,2000,85750.0,83750.0
1001,2025-05-01,80750.0,0.0,10000,4000,90750.0,86750.0
1001,2025-06-01,80750.0,0.0,0,4000,80750.0,76750.0
1001,2025-07-01,80750.0,0.0,10000,6000,90750.0,84750.0
1001,2025-08-01,80750.0,0.0,0,0,80750.0,80750.0
1001,2025-09-01,80750.0,4037.5,5000,4000,89787.5,85787.5
1001,2025-10-01,80750.0,0.0,0,4000,80750.0,76750.0
1001,2025-11-01,80750.0,0.0,15000,2000,95750.0,93750.0
1002,2024-08-01,136666.66666666666,0.0,0,0,136666.66666666666,136666.66666666666
1002,2024-09-01,136666.66666666666,10933.333333333332,5000,4000,152600.0,148600.0
1002,2024-10-01,136666.66666666666,0.0,0,2000,136666.66666666666,134666.66666666666
1002,2024-11-01,136666.66666666666,0.0,0,2000,136666.66666666666,134666.66666666666
1002,2024-12-01,136666.66666666666,0.0,5000,6000,141666.66666666666,135666.66666666666
1002,2025-01-01,136666.66666666666,0.0,10000,6000,146666.66666666666,140666.66666666666
1002,2025-02-01,136666.66666666666,0.0,0,2000,136666.66666666666,134666.66666666666
1002,2025-03-01,136666.66666666666,6833.333333333333,10000,0,153500.0,153500.0
1002,2025-04-01,136666.66666666666,0.0,0,0,136666.66666666666,136666.66666666666
1002,2025-05-01,136666.66666666666,0.0,5000,2000,141666.66666666666,139666.66666666666
1002,2025-06-01,136666.66666666666,0.0,0,0,136666.66666666666,136666.66666666666
1002,2025-07-01,136666.66666666666,0.0,0,4000,136666.66666666666,132666.66666666666
1002,2025-08-01,136666.66666666666,0.0,0,4000,136666.66666666666,132666.66666666666
1002,2025-09-01,136666.66666666666,6833.333333333333,10000,0,153500.0,153500.0
1002,2025-10-01,136666.66666666666,0.0,15000,2000,151666.66666666666,149666.66666666666
1002,2025-11-01,136666.66666666666,0.0,15000,6000,151666.66666666666,145666.66666666666
1003,2025-06-01,138500.0,0.0,0,0,138500.0,138500.0
1003,2025-07-01,138500.0,0.0,0,2000,138500.0,136500.0
1003,2025-08-01,138500.0,0.0,0,0,138500.0,138500.0
1003,2025-09-01,138500.0,0.0,0,0,138500.0,138500.0
1003,2025-10-01,138500.0,0.0,0,0,138500.0,138500.0
1003,2025-11-01,138500.0,0.0,0,2000,138500.0,136500.0
1004,2023-05-01,54666.666666666664,0.0,0,4000,54666.666666666664,50666.666666666664
1004,2023-06-01,54666.666666666664,0.0,0,2000,54666.666666666664,52666.666666666664
1004,2023-07-01,54666.666666666664,0.0,0,4000,54666.666666666664,50666.666666666664
1004,2023-08-01,54666.666666666664,0.0,10000,4000,64666.666666666664,60666.666666666664
1004,2023-09-01,54666.666666666664,2733.3333333333335,0,2000,57400.0,55400.0
1004,2023-10-01,54666.666666666664,0.0,0,6000,54666.666666666664,48666.666666666664
1004,2023-11-01,54666.666666666664,0.0,5000,4000,59666.666666666664,55666.666666666664
1004,2023-12-01,54666.666666666664,0.0,0,4000,54666.666666666664,50666.666666666664
1004,2024-01-01,54666.666666666664,0.0,0,0,54666.666666666664,54666.666666666664
1004,2024-02-01,54666.666666666664,0.0,0,2000,54666.666666666664,52666.666666666664
1004,2024-03-01,54666.666666666664,0.0,10000,0,64666.666666666664,64666.666666666664
1004,2024-04-01,54666.666666666664,0.0,0,2000,54666.666666666664,52666.666666666664
1004,2024-05-01,54666.666666666664,0.0,0,4000,54666.666666666664,50666.666666666664
1004,2024-06-01,54666.666666666664,0.0,5000,4000,59666.666666666664,55666.666666666664
1004,2024-07-01,54666.666666666664,0.0,10000,4000,64666.666666666664,60666.666666666664
1004,2024-08-01,54666.666666666664,0.0,0,4000,54666.666666666664,50666.666666666664
1004,2024-09-01,54666.666666666664,0.0,0,0,54666.666666666664,54666.666666666664
1004,2024-10-01,54666.666666666664,0.0,5000,4000,59666.666666666664,55666.666666666664
1004,2024-11-01,54666.666666666664,0.0,0,4000,54666.666666666664,50666.666666666664
1004,2024-12-01,54666.666666666664,0.0,10000,0,64666.666666666664,64666.666666666664
1004,2025-01-01,54666.666666666664,0.0,0,4000,54666.666666666664,50666.666666666664
1004,2025-02-01,54666.666666666664,0.0,0,4000,54666.666666666664,50666.666666666664
1004,2025-03-01,54666.666666666664,0.0,0,4000,54666.666666666664,50666.666666666664
1004,2025-04-01,54666.666666666664,0.0,5000,4000,59666.666666666664,55666.666666666664
1004,2025-05-01,54666.666666666664,0.0,10000,4000,64666.666666666664,60666.666666666664
1004,2025-06-01,54666.666666666664,0.0,5000,0,59666.666666666664,59666.666666666664
1004,2025-07-01,54666.666666666664,0.0,0,0,54666.666666666664,54666.666666666664
1004,2025-08-01,54666.666666666664,0.0,10000,2000,64666.666666666664,62666.666666666664
1004,2025-09-01,54666.666666666664,0.0,0,4000,54666.666666666664,50666.666666666664
1004,2025-10-01,54666.666666666664,0.0,10000,2000,64666.666666666664,62666.666666666664
1004,2025-11-01,54666.666666666664,0.0,10000,2000,64666.666666666664,62666.666666666664
1005,2019-12-01,302666.6666666667,0.0,0,4000,302666.6666666667,298666.6666666667
1005,2020-01-01,302666.6666666667,0.0,0,6000,302666.6666666667,296666.6666666667
1005,2020-02-01,302666.6666666667,0.0,0,0,302666.6666666667,302666.6666666667
1005,2020-03-01,302666.6666666667,24213.333333333336,0,6000,326880.0,320880.0
1005,2020-04-01,302666.6666666667,0.0,15000,0,317666.6666666667,317666.6666666667
1005,2020-05-01,302666.6666666667,0.0,0,0,302666.6666666667,302666.6666666667
1005,2020-06-01,302666.6666666667,0.0,0,0,302666.6666666667,302666.6666666667
1005,2020-07-01,302666.6666666667,0.0,0,2000,302666.6666666667,300666.6666666667
1005,2020-08-01,302666.6666666667,0.0,0,6000,302666.6666666667,296666.6666666667
1005,2020-09-01,302666.6666666667,24213.333333333336,5000,2000,331880.0,329880.0
1005,2020-10-01,302666.6666666667,0.0,10000,2000,312666.6666666667,310666.6666666667
1005,2020-11-01,302666.6666666667,0.0,5000,6000,307666.6666666667,301666.6666666667
1005,2020-12-01,302666.6666666667,0.0,0,4000,302666.6666666667,298666.6666666667
1005,2021-01-01,302666.6666666667,0.0,10000,6000,312666.6666666667,306666.6666666667
1005,2021-02-01,302666.6666666667,0.0,5000,2000,307666.6666666667,305666.6666666667
1005,2021-03-01,302666.6666666667,0.0,0,4000,302666.6666666667,298666.6666666667
1005,2021-04-01,302666.6666666667,0.0,0,4000,302666.6666666667,298666.6666666667
1005,2021-05-01,302666.6666666667,0.0,0,0,302666.6666666667,302666.6666666667
1005,2021-06-01,302666.6666666667,0.0,0,4000,302666.6666666667,298666.6666666667
1005,2021-07-01,302666.6666666667,0.0,0,2000,302666.6666666667,300666.6666666667
1005,2021-08-01,302666.6666666667,0.0,0,2000,302666.6666666667,300666.6666666667
1005,2021-09-01,302666.6666666667,0.0,10000,2000,312666.6666666667,310666.6666666667
1005,2021-10-01,302666.6666666667,0.0,0,4000,302666.6666666667,298666.6666666667
1005,2021-11-01,302666.6666666667,0.0,15000,4000,317666.6666666667,313666.6666666667
1005,2021-12-01,302666.6666666667,0.0,0,4000,302666.6666666667,298666.6666666667
1005,2022-01-01,302666.6666666667,0.0,15000,4000,317666.6666666667,313666.6666666667
1005,2022-02-01,302666.6666666667,0.0,0,2000,302666.6666666667,300666.6666666667
1005,2022-03-01,302666.6666666667,15133.333333333336,0,2000,317800.0,315800.0
1005,2022-04-01,302666.6666666667,0.0,10000,4000,312666.6666666667,308666.6666666667
1005,2022-05-01,302666.6666666667,0.0,0,4000,302666.6666666667,298666.6666666667
1005,2022-06-01,302666.6666666667,0.0,0,2000,302666.6666666667,300666.6666666667
1005,2022-07-01,302666.6666666667,0.0,5000,2000,307666.6666666667,305666.6666666667
1005,2022-08-01,302666.6666666667,0.0,0,6000,302666.6666666667,296666.6666666667
1005,2022-09-01,302666.6666666667,0.0,0,6000,302666.6666666667,296666.6666666667
1005,2022-10-01,302666.6666666667,0.0,5000,4000,307666.6666666667,303666.6666666667
1005,2022-11-01,302666.6666666667,0.0,10000,0,312666.6666666667,312666.6666666667
1005,2022-12-01,302666.6666666667,0.0,5000,2000,307666.6666666667,305666.6666666667
1005,2023-01-01,302666.6666666667,0.0,10000,2000,312666.6666666667,310666.6666666667
1005,2023-02-01,302666.6666666667,0.0,5000,2000,307666.6666666667,305666.6666666667
1005,2023-03-01,302666.6666666667,0.0,5000,4000,307666.6666666667,303666.6666666667
1005,2023-04-01,302666.6666666667,0.0,5000,2000,307666.6666666667,305666.6666666667
1005,2023-05-01,302666.6666666667,0.0,0,4000,302666.6666666667,298666.6666666667
1005,2023-06-01,302666.6666666667,0.0,10000,4000,312666.6666666667,308666.6666666667
1005,2023-07-01,302666.6666666667,0.0,10000,4000,312666.6666666667,308666.6666666667
1005,2023-08-01,302666.6666666667,0.0,0,4000,302666.6666666667,298666.6666666667
1005,2023-09-01,302666.6666666667,24213.333333333336,5000,4000,331880.0,327880.0
1005,2023-10-01,302666.6666666667,0.0,5000,2000,307666.6666666667,305666.6666666667
1005,2023-11-01,302666.6666666667,0.0,0,2000,302666.6666666667,300666.6666666667
1005,2023-12-01,302666.6666666667,0.0,15000,4000,317666.6666666667,313666.6666666667
1005,2024-01-01,302666.6666666667,0.0,0,6000,302666.6666666667,296666.6666666667
1005,2024-02-01,302666.6666666667,0.0,0,2000,302666.6666666667,300666.6666666667
1005,2024-03-01,302666.6666666667,15133.333333333336,5000,0,322800.0,322800.0
1005,2024-04-01,302666.6666666667,0.0,0,2000,302666.6666666667,300666.6666666667
1005,2024-05-01,302666.6666666667,0.0,0,2000,302666.6666666667,300666.6666666667
1005,2024-06-01,302666.6666666667,0.0,0,0,302666.6666666667,302666.6666666667
1005,2024-07-01,302666.6666666667,0.0,0,0,302666.6666666667,302666.6666666667
1005,2024-08-01,302666.6666666667,0.0,0,4000,302666.6666666667,298666.6666666667
1005,2024-09-01,302666.6666666667,15133.333333333336,0,0,317800.0,317800.0
1005,2024-10-01,302666.6666666667,0.0,0,2000,302666.6666666667,300666.6666666667
1005,2024-11-01,302666.6666666667,0.0,0,2000,302666.6666666667,300666.6666666667
1005,2024-12-01,302666.6666666667,0.0,0,4000,302666.6666666667,298666.6666666667
1005,2025-01-01,302666.6666666667,0.0,0,2000,302666.6666666667,300666.6666666667
1005,2025-02-01,302666.6666666667,0.0,10000,2000,312666.6666666667,310666.6666666667
1005,2025-03-01,302666.6666666667,0.0,0,2000,302666.6666666667,300666.6666666667
1005,2025-04-01,302666.6666666667,0.0,5000,2000,307666.6666666667,305666.6666666667
1005,2025-05-01,302666.6666666667,0.0,0,2000,302666.6666666667,300666.6666666667
1005,2025-06-01,302666.6666666667,0.0,0,4000,302666.6666666667,298666.6666666667
1005,2025-07-01,302666.6666666667,0.0,5000,2000,307666.6666666667,305666.6666666667
1005,2025-08-01,302666.6666666667,0.0,0,2000,302666.6666666667,300666.6666666667
1005,2025-09-01,302666.6666666667,24213.333333333336,0,0,326880.0,326880.0
1005,2025-10-01,302666.6666666667,0.0,0,2000,302666.6666666667,300666.6666666667
1005,2025-11-01,302666.6666666667,0.0,0,0,302666.6666666667,302666.6666666667
1006,2023-02-01,72083.33333333333,0.0,0,2000,72083.33333333333,70083.33333333333
1006,2023-03-01,72083.33333333333,0.0,10000,0,82083.33333333333,82083.33333333333
1006,2023-04-01,72083.33333333333,0.0,0,4000,72083.33333333333,68083.33333333333
1006,2023-05-01,72083.33333333333,0.0,0,4000,72083.33333333333,68083.33333333333
1006,2023-06-01,72083.33333333333,0.0,10000,0,82083.33333333333,82083.33333333333
1006,2023-07-01,72083.33333333333,0.0,10000,2000,82083.33333333333,80083.33333333333
1006,2023-08-01,72083.33333333333,0.0,0,2000,72083.33333333333,70083.33333333333
1006,2023-09-01,72083.33333333333,0.0,5000,4000,77083.33333333333,73083.33333333333
1006,2023-10-01,72083.33333333333,0.0,10000,6000,82083.33333333333,76083.33333333333
1006,2023-11-01,72083.33333333333,0.0,5000,4000,77083.33333333333,73083.33333333333
1006,2023-12-01,72083.33333333333,0.0,0,2000,72083.33333333333,70083.33333333333
1006,2024-01-01,72083.33333333333,0.0,0,4000,72083.33333333333,68083.33333333333
1006,2024-02-01,72083.33333333333,0.0,0,0,72083.33333333333,72083.33333333333
1006,2024-03-01,72083.33333333333,0.0,0,2000,72083.33333333333,70083.33333333333
1006,2024-04-01,72083.33333333333,0.0,0,4000,72083.33333333333,68083.33333333333
1006,2024-05-01,72083.33333333333,0.0,0,4000,72083.33333333333,68083.33333333333
1006,2024-06-01,72083.33333333333,0.0,0,0,72083.33333333333,72083.33333333333
1006,2024-07-01,72083.33333333333,0.0,0,2000,72083.33333333333,70083.33333333333
1006,2024-08-01,72083.33333333333,0.0,0,2000,72083.33333333333,70083.33333333333
1007,2024-11-01,248083.33333333334,0.0,0,2000,248083.33333333334,246083.33333333334
1007,2024-12-01,248083.33333333334,0.0,0,4000,248083.33333333334,244083.33333333334
1007,2025-01-01,248083.33333333334,0.0,10000,2000,258083.33333333334,256083.33333333334
1007,2025-02-01,248083.33333333334,0.0,15000,2000,263083.3333333334,261083.33333333337
1007,2025-03-01,248083.33333333334,12404.166666666668,5000,4000,265487.5,261487.5
1007,2025-04-01,248083.33333333334,0.0,0,2000,248083.33333333334,246083.33333333334
1007,2025-05-01,248083.33333333334,0.0,0,0,248083.33333333334,248083.33333333334
1007,2025-06-01,248083.33333333334,0.0,0,2000,248083.33333333334,246083.33333333334
1007,2025-07-01,248083.33333333334,0.0,0,0,248083.33333333334,248083.33333333334
1007,2025-08-01,248083.33333333334,0.0,5000,4000,253083.33333333334,249083.33333333334
1007,2025-09-01,248083.33333333334,19846.666666666668,0,4000,267930.0,263930.0
1007,2025-10-01,248083.33333333334,0.0,10000,2000,258083.33333333334,256083.33333333334
1007,2025-11-01,248083.33333333334,0.0,0,6000,248083.33333333334,242083.33333333334
1008,2019-07-01,339666.6666666667,0.0,0,2000,339666.6666666667,337666.6666666667
1008,2019-08-01,339666.6666666667,0.0,0,0,339666.6666666667,339666.6666666667
1008,2019-09-01,339666.6666666667,27173.333333333336,5000,2000,371840.0,369840.0
1008,2019-10-01,339666.6666666667,0.0,0,2000,339666.6666666667,337666.6666666667
1008,2019-11-01,339666.6666666667,0.0,0,2000,339666.6666666667,337666.6666666667
1008,2019-12-01,339666.6666666667,0.0,10000,0,349666.6666666667,349666.6666666667
1008,2020-01-01,339666.6666666667,0.0,0,4000,339666.6666666667,335666.6666666667
1008,2020-02-01,339666.6666666667,0.0,0,4000,339666.6666666667,335666.6666666667
1008,2020-03-01,339666.6666666667,16983.333333333336,5000,0,361650.0,361650.0
1008,2020-04-01,339666.6666666667,0.0,0,2000,339666.6666666667,337666.6666666667
1008,2020-05-01,339666.6666666667,0.0,0,4000,339666.6666666667,335666.6666666667
1008,2020-06-01,339666.6666666667,0.0,10000,4000,349666.6666666667,345666.6666666667
1008,2020-07-01,339666.6666666667,0.0,10000,4000,349666.6666666667,345666.6666666667
1008,2020-08-01,339666.6666666667,0.0,0,2000,339666.6666666667,337666.6666666667
1008,2020-09-01,339666.6666666667,16983.333333333336,0,0,356650.0,356650.0
1008,2020-10-01,339666.6666666667,0.0,0,4000,339666.6666666667,335666.6666666667
1008,2020-11-01,339666.6666666667,0.0,0,4000,339666.6666666667,335666.6666666667
1008,2020-12-01,339666.6666666667,0.0,10000,2000,349666.6666666667,347666.6666666667
1008,2021-01-01,339666.6666666667,0.0,0,0,339666.6666666667,339666.6666666667
1008,2021-02-01,339666.6666666667,0.0,5000,4000,344666.6666666667,340666.6666666667
1008,2021-03-01,339666.6666666667,27173.333333333336,0,0,366840.0,366840.0
1008,2021-04-01,339666.6666666667,0.0,0,4000,339666.6666666667,335666.6666666667
1008,2021-05-01,339666.6666666667,0.0,0,2000,339666.6666666667,337666.6666666667
1008,2021-06-01,339666.6666666667,0.0,0,0,339666.6666666667,339666.6666666667
1008,2021-07-01,339666.6666666667,0.0,0,2000,339666.6666666667,337666.6666666667
1008,2021-08-01,339666.6666666667,0.0,0,0,339666.6666666667,339666.6666666667
1008,2021-09-01,339666.6666666667,16983.333333333336,10000,2000,366650.0,364650.0
1008,2021-10-01,339666.6666666667,0.0,5000,2000,344666.6666666667,342666.6666666667
1008,2021-11-01,339666.6666666667,0.0,0,4000,339666.6666666667,335666.6666666667
1008,2021-12-01,339666.6666666667,0.0,5000,4000,344666.6666666667,340666.6666666667
1008,2022-01-01,339666.6666666667,0.0,0,0,339666.6666666667,339666.6666666667
1008,2022-02-01,339666.6666666667,0.0,10000,2000,349666.6666666667,347666.6666666667
1008,2022-03-01,339666.6666666667,0.0,5000,4000,344666.6666666667,340666.6666666667
1008,2022-04-01,339666.6666666667,0.0,10000,2000,349666.6666666667,347666.6666666667
1008,2022-05-01,339666.6666666667,0.0,10000,0,349666.6666666667,349666.6666666667
1008,2022-06-01,339666.6666666667,0.0,0,4000,339666.6666666667,335666.6666666667
1008,2022-07-01,339666.6666666667,0.0,0,2000,339666.6666666667,337666.6666666667
1008,2022-08-01,339666.6666666667,0.0,5000,2000,344666.6666666667,342666.6666666667
1008,2022-09-01,339666.6666666667,0.0,0,2000,339666.6666666667,337666.6666666667
1008,2022-10-01,339666.6666666667,0.0,0,4000,339666.6666666667,335666.6666666667
1008,2022-11-01,339666.6666666667,0.0,5000,2000,344666.6666666667,342666.6666666667
1008,2022-12-01,339666.6666666667,0.0,10000,0,349666.6666666667,349666.6666666667
1008,2023-01-01,339666.6666666667,0.0,0,4000,339666.6666666667,335666.6666666667
1008,2023-02-01,339666.6666666667,0.0,0,6000,339666.6666666667,333666.6666666667
1008,2023-03-01,339666.6666666667,0.0,5000,2000,344666.6666666667,342666.6666666667
1008,2023-04-01,339666.6666666667,0.0,0,2000,339666.6666666667,337666.6666666667
1008,2023-05-01,339666.6666666667,0.0,5000,2000,344666.6666666667,342666.6666666667
1008,2023-06-01,339666.6666666667,0.0,10000,2000,349666.6666666667,347666.6666666667
1008,2023-07-01,339666.6666666667,0.0,0,2000,339666.6666666667,337666.6666666667
1008,2023-08-01,339666.6666666667,0.0,5000,4000,344666.6666666667,340666.6666666667
1008,2023-09-01,339666.6666666667,0.0,5000,2000,344666.6666666667,342666.6666666667
1008,2023-10-01,339666.6666666667,0.0,5000,4000,344666.6666666667,340666.6666666667
1008,2023-11-01,339666.6666666667,0.0,0,2000,339666.6666666667,337666.6666666667
1008,2023-12-01,339666.6666666667,0.0,15000,4000,354666.6666666667,350666.6666666667
1008,2024-01-01,339666.6666666667,0.0,0,2000,339666.6666666667,337666.6666666667
1008,2024-02-01,339666.6666666667,0.0,0,2000,339666.6666666667,337666.6666666667
1008,2024-03-01,339666.6666666667,27173.333333333336,5000,2000,371840.0,369840.0
1008,2024-04-01,339666.6666666667,0.0,0,2000,339666.6666666667,337666.6666666667
1008,2024-05-01,339666.6666666667,0.0,0,0,339666.6666666667,339666.6666666667
1008,2024-06-01,339666.6666666667,0.0,0,0,339666.6666666667,339666.6666666667
1008,2024-07-01,339666.6666666667,0.0,0,2000,339666.6666666667,337666.6666666667
1008,2024-08-01,339666.6666666667,0.0,0,0,339666.6666666667,339666.6666666667
1008,2024-09-01,339666.6666666667,0.0,0,2000,339666.6666666667,337666.6666666667
1008,2024-10-01,339666.6666666667,0.0,0,4000,339666.6666666667,335666.6666666667
1008,2024-11-01,339666.6666666667,0.0,10000,4000,349666.6666666667,345666.6666666667
1008,2024-12-01,339666.6666666667,0.0,0,4000,339666.6666666667,335666.6666666667
1008,2025-01-01,339666.6666666667,0.0,5000,0,344666.6666666667,344666.6666666667
1008,2025-02-01,339666.6666666667,0.0,0,4000,339666.6666666667,335666.6666666667
1008,2025-03-01,339666.6666666667,0.0,0,4000,339666.6666666667,335666.6666666667
1008,2025-04-01,339666.6666666667,0.0,10000,0,349666.6666666667,349666.6666666667
1008,2025-05-01,339666.6666666667,0.0,0,0,339666.6666666667,339666.6666666667
1008,2025-06-01,339666.6666666667,0.0,5000,2000,344666.6666666667,342666.6666666667
1008,2025-07-01,339666.6666666667,0.0,0,4000,339666.6666666667,335666.6666666667
1008,2025-08-01,339666.6666666667,0.0,0,4000,339666.6666666667,335666.6666666667
1008,2025-09-01,339666.6666666667,0.0,0,4000,339666.6666666667,335666.6666666667
1008,2025-10-01,339666.6666666667,0.0,0,2000,339666.6666666667,337666.6666666667
1008,2025-11-01,339666.6666666667,0.0,0,4000,339666.6666666667,335666.6666666667
1009,2022-03-01,113000.0,9040.0,15000,2000,137040.0,135040.0
1009,2022-04-01,113000.0,0.0,0,2000,113000.0,111000.0
1009,2022-05-01,113000.0,0.0,10000,2000,123000.0,121000.0
1009,2022-06-01,113000.0,0.0,15000,2000,128000.0,126000.0
1009,2022-07-01,113000.0,0.0,15000,4000,128000.0,124000.0
1009,2022-08-01,113000.0,0.0,10000,2000,123000.0,121000.0
1009,2022-09-01,113000.0,0.0,0,2000,113000.0,111000.0
1009,2022-10-01,113000.0,0.0,0,2000,113000.0,111000.0
1009,2022-11-01,113000.0,0.0,0,4000,113000.0,109000.0
1009,2022-12-01,113000.0,0.0,5000,0,118000.0,118000.0
1009,2023-01-01,113000.0,0.0,15000,0,128000.0,128000.0
1009,2023-02-01,113000.0,0.0,0,2000,113000.0,111000.0
1009,2023-03-01,113000.0,9040.0,0,2000,122040.0,120040.0
1009,2023-04-01,113000.0,0.0,5000,2000,118000.0,116000.0
1009,2023-05-01,113000.0,0.0,5000,6000,118000.0,112000.0
1009,2023-06-01,113000.0,0.0,15000,0,128000.0,128000.0
1009,2023-07-01,113000.0,0.0,0,2000,113000.0,111000.0
1009,2023-08-01,113000.0,0.0,0,2000,113000.0,111000.0
1009,2023-09-01,113000.0,0.0,15000,6000,128000.0,122000.0
1009,2023-10-01,113000.0,0.0,0,2000,113000.0,111000.0
1009,2023-11-01,113000.0,0.0,0,2000,113000.0,111000.0
1009,2023-12-01,113000.0,0.0,5000,4000,118000.0,114000.0
1009,2024-01-01,113000.0,0.0,10000,4000,123000.0,119000.0
1009,2024-02-01,113000.0,0.0,0,4000,113000.0,109000.0
1009,2024-03-01,113000.0,0.0,0,2000,113000.0,111000.0
1009,2024-04-01,113000.0,0.0,0,2000,113000.0,111000.0
1009,2024-05-01,113000.0,0.0,0,6000,113000.0,107000.0
1009,2024-06-01,113000.0,0.0,0,2000,113000.0,111000.0
1009,2024-07-01,113000.0,0.0,0,4000,113000.0,109000.0
1009,2024-08-01,113000.0,0.0,0,6000,113000.0,107000.0
1009,2024-09-01,113000.0,9040.0,0,4000,122040.0,118040.0
1009,2024-10-01,113000.0,0.0,0,2000,113000.0,111000.0
1009,2024-11-01,113000.0,0.0,5000,0,118000.0,118000.0
1009,2024-12-01,113000.0,0.0,0,2000,113000.0,111000.0
1009,2025-01-01,113000.0,0.0,0,6000,113000.0,107000.0
1009,2025-02-01,113000.0,0.0,0,4000,113000.0,109000.0
1009,2025-03-01,113000.0,0.0,5000,2000,118000.0,116000.0
1009,2025-04-01,113000.0,0.0,0,4000,113000.0,109000.0
1009,2025-05-01,113000.0,0.0,0,2000,113000.0,111000.0
1009,2025-06-01,113000.0,0.0,0,4000,113000.0,109000.0
1009,2025-07-01,113000.0,0.0,0,6000,113000.0,107000.0
1009,2025-08-01,113000.0,0.0,0,2000,113000.0,111000.0
1009,2025-09-01,113000.0,5650.0,5000,4000,123650.0,119650.0
1009,2025-10-01,113000.0,0.0,15000,2000,128000.0,126000.0
1009,2025-11-01,113000.0,0.0,0,0,113000.0,113000.0
1010,2023-07-01,79000.0,0.0,5000,4000,84000.0,80000.0
1010,2023-08-01,79000.0,0.0,0,0,79000.0,79000.0
1010,2023-09-01,79000.0,0.0,10000,2000,89000.0,87000.0
1010,2023-10-01,79000.0,0.0,0,2000,79000.0,77000.0
1010,2023-11-01,79000.0,0.0,10000,4000,89000.0,85000.0
1010,2023-12-01,79000.0,0.0,5000,0,84000.0,84000.0
1010,2024-01-01,79000.0,0.0,0,4000,79000.0,75000.0
1010,2024-02-01,79000.0,0.0,15000,2000,94000.0,92000.0
1010,2024-03-01,79000.0,0.0,0,2000,79000.0,77000.0
1010,2024-04-01,79000.0,0.0,10000,0,89000.0,89000.0
